מספר חברה,שם חברה,שם באנגלית,סוג תאגיד,סטטוס חברה,תאור חברה,מטרת החברה,תאריך התאגדות,חברה ממשלתית,מגבלות,מפרה,שנה אחרונה של דוח שנתי (שהוגש),city,street,number,מיקוד,ת.ד.,מדינה,אצל,תת סטטוס,TAB_Changes_Dates.latest_change,Year,Month
520043860,א.נ. שוהם ביזנס בע~מ,E.N. SHOHAM BUSINESS LTD,ישראלית חברה ציבורית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,22.01.93 00:00,לא,מוגבלת,,1999,זכרון יעקב,היין,4,3095006,,ישראל,,,01.09.2016,2016,9
520044280,גמול ייזום בע~מ,GMUL VENTURES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,29.08.99 00:00,לא,מוגבלת,מפרה,2013,ראש העין,המלאכה,21,4809157,,ישראל,,,21.01.2018,2018,1
520044389,אקסטרה ריטייל גרופ בע~מ,EXTRA RETAIL GROUP LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,30.07.72 00:00,לא,מוגבלת,,2021,ראש העין,עמל,2,4809202,,ישראל,,,28.08.2019,2019,8
560003659,אייר פרנס,AIR FRANCE,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,07.11.49 00:00,לא,לא מוגבלת,,,נתב~ג ,טרמינל 3 ,,,,ישראל,אלון נטע,,04.04.2022,2022,4
560003857,קונינקלייק לוכטוורט מאטשחאפיס נ.ו.,KONINKLIJKE LUCHTVAART MAATSCHAPPIJ N.V.,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.09.50 00:00,לא,לא מוגבלת,,,נתב~ג ,טרמינל 3 ,,,,ישראל,אלון נטע,,04.04.2022,2022,4
560009474,JAMES RICHARDSON PROPRIETARY LTD,JAMES RICHARDSON PROPRIETARY LTD.,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,12.07.87 00:00,לא,לא מוגבלת,,,נתב~ג               ,,4,7010000,,ישראל,רח' הנגב 4,,29.10.2019,2019,10
560011165,אירופלוט - רושיון איירליינס,AEROFLOT - RUSSIAN AIRLINES,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,24.06.92 00:00,לא,לא מוגבלת,,,נתב~ג               ,,45,7010000,,ישראל,"טרמינל 3, אירופלוט-רושין איירליינס",,31.08.2015,2015,8
560012353,אז'ורבז'אן הבה יולארי (אז'ורבז'אן איירלינס ~אזאל~),AZERBAIJAN HAVA YOLLARI (AZERBAIJAN AIRLINES ~AZAL~),חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,03.07.94 00:00,לא,לא מוגבלת,,,נתב~ג               ,,0,7010000,,ישראל,נמל תעופה בן - גוריון ,,01.01.2014,2014,1
560013245,"לידר - ניהול ופיתוח בע~מ רשום ביו~ש, 21.6.83 מס' 8-240219-56", Leader - management and development Ltd,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,22.05.95 00:00,לא,מוגבלת,,2017,ראש העין,המלאכה,8,4809114,,ישראל,,,13.03.2016,2016,3
560024119,אלקטרוניק סיגנלינג סרויסס (אי אס אס) גמבה,ELECTRONIC SIGNALLING SERVICES (ESS) GMBH,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,05.02.07 00:00,לא,מוגבלת,,,קיסריה,הטוחן,2,3088900,,ישראל,,,02.12.2019,2019,12
560024838,לייטפוינט יורופ איי/אס,LITEPOINT EUROPE A/S,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,27.11.07 00:00,לא,מוגבלת,,2014,קיסריה,לשם-פארק התעשייה,10,3088900,,ישראל,,,14.09.2021,2021,9
560025785,ליריקל גלובל פארטנרז אל אל סי,LYRICAL GLOBAL PARTNERS LLC,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.02.09 00:00,לא,מוגבלת,,2013,זכרון יעקב,הדגן,2,3090000,,ישראל,עו~ד מנחם פוקס,,07.03.2012,2012,3
560025991,נימרודי לאנד דיוולופמנט לימיטד,NIMRODI LAND DEVELOPMENT LTD,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.07.09 00:00,לא,מוגבלת,,,סביון,הר דפנה,12,5650612,,ישראל,עופר נמרודי,,23.07.2020,2020,7
560026957,דה סניפרס אן וי,THE SNIFFERS NV,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.11.10 00:00,לא,מוגבלת,,,ראש העין,עמל,11,4809239,,ישראל,שוורץ צדקיה רו~ח,,12.11.2014,2014,11
560028474,דיגי - קיי קורפורישיין,DIGI-KEY CORPORATION,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,14.05.12 00:00,לא,מוגבלת,,,ראש העין,עמל,11,4809239,,ישראל,"פארק אפק , ראש העין",,21.08.2013,2013,8
560028896,נאמנות הלו בע~מ (חל~צ),THE HALO TRUST LTD (CC),חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.09.12 00:00,לא,מוגבלת,,2016,הוד השרון,הנגר,24,4527713,,ישראל,,,03.11.2021,2021,11
560029027,אסטלס פארמה אינטרנשיונל בי.וי.,ASTELLAS PHARMA INTERNATIONAL B.V.,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.11.12 00:00,לא,מוגבלת,,,ראש העין,המלאכה,21,4809157,,ישראל,מרים אלדר ,,01.01.2019,2019,1
560030033,פרקין אלמר סינגפור פי טי אי לימיטד,PERKINELMER SINGAPORE PTE LTD,חוץ חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,31.10.13 00:00,לא,לא ידוע,,2017,הוד השרון,החרש,4,4524075,,ישראל,הילרוביץ חיים,,12.03.2014,2014,3
514987361,רוניר קורקוס חברה לבניין בע~מ,RONIR KURKOOS BUILDING COMPANY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.11.13 00:00,לא,מוגבלת,,2021,קיסריה,שביט,14,3088900,,ישראל,,,10.10.2018,2018,10
514987049,פייננשל טראסט השקעות בע~מ,FINANCIAL TRUST INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.11.13 00:00,לא,מוגבלת,,2020,בנימינה,השעורה,36,3050000,,ישראל,"שחר ליאור , מס' בית 36ב",,07.11.2013,2013,11
514989292,שבתאי קיסריה בע~מ,SHABTAI CAESAREA LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,12.11.13 00:00,לא,מוגבלת,,2021,קיסריה,תרשיש-פארק התעשייה,9,3088900,,ישראל,רוני רטר,,14.04.2021,2021,4
514991231,קניון סימול ניהול בע~מ,SEAMALL MANAGEMENT  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.11.13 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,דרך דיין משה,3,5645001,,ישראל,בקניון סביונים,,27.01.2022,2022,1
514991322,3 דיאראס בע~מ,3DRUS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.11.13 00:00,לא,מוגבלת,מפרה,2018,פרדסיה,רמב~ם,21,4281500,,ישראל,לביאה ליאון-משפ' ליאון,,18.08.2014,2014,8
514991595,אנלייט - אוירם יזמות רוח בע~מ,ENLIGHT-AVIRAM WIND'S INITIATIVES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.11.13 00:00,לא,מוגבלת,,2022,ראש העין,עמל,13,4809249,,ישראל,אנלייט אנרגיה מתחדשת בע~מ,,18.04.2018,2018,4
514991702,אנלייט- יתיר יוזמות רוח בע~מ,ENLIGHT- YATIR WIND'S INITIATIVES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.12.13 00:00,לא,מוגבלת,,2022,ראש העין,עמל,13,4809249,,ישראל,אנלייט אנרגיה מתחדשת בע~מ,,18.04.2018,2018,4
514992494,שמשון ייעוץ בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.11.13 00:00,לא,מוגבלת,,2020,פרדס חנה-כרכור,דרך קדמה,1,3707901,,ישראל,טל שמשון,,25.05.2021,2021,5
514994516,ת.ל.ג.מ אחזקות וניהול בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.11.13 00:00,לא,מוגבלת,,2022,סביון,התומר,10,5654210,,ישראל,גולוב מור,,04.04.2020,2020,4
514995273,רמי רום בע~מ,RAMY ROM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.11.13 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,הנחילות,10,3750983,,ישראל,,,26.07.2021,2021,7
514996412,אמ. אי. סי. סטרונג טכנולוג'יס בע~מ,MIC STRONG TECHNOLOGIES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.11.13 00:00,לא,מוגבלת,,2021,הוד השרון,הנגר,24,4527713,,ישראל,בניין עורק,,15.02.2022,2022,2
514997402,קבוצת סי.טי.זד. השקעות (2013) בע~מ,CTZ INVESTMENT GROUP (2013) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.12.13 00:00,לא,מוגבלת,,2021,קיסריה,תרשיש-פארק התעשייה,5,3088900,,ישראל,קבוצת סי.טי.זד השקעות (2013) בע~מ,,26.01.2020,2020,1
514997550,וובאייז אנליטיקס בע~מ,WEBEYEZ ANALYTICS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.12.13 00:00,לא,מוגבלת,,2020,קיסריה,חלמיש,15,3088900,,ישראל,ת.ד 95,,14.12.2020,2020,12
514997683,אווטגייג'  בע~מ,OUTGAGE  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.12.13 00:00,לא,מוגבלת,,2019,אבן יהודה,המיסדים,41,4050000,,ישראל,שרון אביטן ,,24.11.2014,2014,11
514997915,אפ. טו. פי שיווק בע~מ,FTOP MARKETING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.12.13 00:00,לא,מוגבלת,מפרה,2020,הוד השרון,נחל קנה,37,4507311,,ישראל,משפחת אבוקרט,,05.10.2016,2016,10
514998533,מועדים יבוא ושיווק בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.12.13 00:00,לא,מוגבלת,מפרה,2018,יהוד-מונוסון,דרך העצמאות,40,5630417,,ישראל,עו~ד שלמה אדמוני,,03.06.2018,2018,6
514999598,תלפיות אפלטון 30-32 תל אביב בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,08.01.14 00:00,לא,מוגבלת,,2021,קיסריה,נר הלילה,2,3088900,,ישראל,ריגומס בע~מ ,,15.11.2021,2021,11
515000032,סיטונאות בנימינה חנויות בע~מ,CITONAUT BINYAMINA STORES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.12.13 00:00,לא,מוגבלת,,2022,בנימינה,האסיף,47,,,ישראל,סיטונאות בנימינה בע~מ ,,11.07.2021,2021,7
515001246,ירושלים 35 קרית אונו בע~מ,JERUSALEM 35 KIRIAT ONO LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.12.13 00:00,לא,מוגבלת,מפרה,2016,קיסריה,זמיר,23,3099832,,ישראל,שמי עטר,,14.07.2019,2019,7
515001253,ירושלים 33 קרית אונו בע~מ,JERUSALEM 33 KIRIAT ONO LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.12.13 00:00,לא,מוגבלת,מפרה,2016,קיסריה,זמיר,23,3099832,,ישראל,שמי עטר,,14.07.2019,2019,7
515001261,החייל האלמוני 6 רמת גן בע~מ,HAHAYAL HAALMONI 6 RAMAT GAN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.12.13 00:00,לא,מוגבלת,מפרה,2016,קיסריה,זמיר,23,3099832,,ישראל,שמי עטר,,14.07.2019,2019,7
515001519,קינן גנרטורים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,11.12.13 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,התעשייה,20,5621802,,ישראל,..,,17.12.2020,2020,12
515001659,אינרום תעשיות בנייה בע~מ,INROM CONSTRUCTION INDUSTRIES LTD,ישראלית חברה ציבורית,פעילה,,לעסוק בכל עיסוק חוקי,17.12.13 00:00,לא,מוגבלת,,,נתב~ג               ,,0,7010000,,ישראל,בית גולן  (קריית שדה התעופה),,14.02.2014,2014,2
515002087,מ.מ. סול גז בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,25.12.13 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,הקטיף,17,3708500,,ישראל,מישל מרדכי,,25.11.2019,2019,11
515002129,אישרתי  בע~מ,ESHARTI  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.12.13 00:00,לא,מוגבלת,,2022,פרדסיה,הגלבוע              ,19,,,ישראל,,,19.07.2020,2020,7
514986546,יונימו תקשורת בע~מ,UNIMO COMMUNICATION LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.12.13 00:00,לא,מוגבלת,,2020,הוד השרון,צלמון,13,4523905,,ישראל,,,05.12.2021,2021,12
515002699,טק נובייטיב בע~מ,TECH NOVATIVE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.12.13 00:00,לא,מוגבלת,מפרה,2020,הוד השרון,קציר אפריים         ,2,4528260,,ישראל,לוי דניאל,,19.02.2019,2019,2
515002749,טסה יבוא ושיווק  בע~מ,TASSA IMPORT AND MARKETING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.12.13 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,הרימון נוה אפרים,56,6019000,,ישראל,,,22.03.2019,2019,3
515003291,"סנה- רוזטה איי. פי, מסחור קניין רוחני בע~מ",SN'E- ROSETTA IP TECHNOLOGY TRANSFER COMPANY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.12.13 00:00,לא,מוגבלת,מפרה,2016,קיסריה,האשל,5,3088900,,ישראל,סנה רוזטה אי.פי מסחור קניין רוחני בע~מ,,19.07.2017,2017,7
515003499,הגר דניאל מסעדות בע~מ,HAGAR DANIEL RESTAURANTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,18.12.13 00:00,לא,מוגבלת,מפרה,2015,הוד השרון,דרך רמתים,95,4526003,,ישראל,,,04.02.2015,2015,2
515004240,ר. מראלי - ייעוץ וניהול טכנולוגי בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.12.13 00:00,לא,מוגבלת,,2021,כפר יונה,טופז,67,4035367,,ישראל,,,15.08.2021,2021,8
515004497,אל רואי שיווק ואספקת דלקים בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.12.13 00:00,לא,מוגבלת,מפרה,2019,ראש העין,המלאכה,11,4809121,,ישראל,,,04.08.2019,2019,8
515004620,אהרון ושי אחוזת השרון בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.12.13 00:00,לא,מוגבלת,,2022,הוד השרון,בני ברית,7,4526507,,ישראל,,,18.04.2021,2021,4
515004877,רוניס' אריחים בע~מ,RONIS' TILES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.12.13 00:00,לא,מוגבלת,,2022,זכרון יעקב,היין,14,3095016,,ישראל,,,18.03.2016,2016,3
515005056,בריט אינווסט ישראל 5 בע~מ,BRITT INVEST  ISRAEL 5 LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.12.13 00:00,לא,מוגבלת,מפרה,2019,קיסריה,האשל,7,3088900,,ישראל,"יצחק גוילי,רו~ח",,11.07.2018,2018,7
515006088,אנרדן בע~מ,ENERDAN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.12.13 00:00,לא,מוגבלת,,2021,אבן יהודה,האלה,25,4050778,,ישראל,,,01.03.2020,2020,3
515006187,אדסטריקס בע~מ,ADSTRIX LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.12.13 00:00,לא,מוגבלת,מפרה,2020,קיסריה,חלמיש,15,3088900,,ישראל,,,11.07.2015,2015,7
515007466,ונטורה אחזקות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.12.13 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,גולדה מאיר,58,5620749,,ישראל,,,13.06.2019,2019,6
515007730,פרדס ינוב בע~מ,YANUV ORCHARD LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.01.14 00:00,לא,מוגבלת,,2022,כפר יונה,יהודה הלוי,0,4030000,,ישראל,אזור תעשיה תנובות,,02.06.2015,2015,6
515007789,ונטורה ש.א.ר בית נדל~ן בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,31.12.13 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,גולדה מאיר,58,5620749,,ישראל,,,11.03.2019,2019,3
515008266,רון שחר יזמות בע~מ,RON SHAHAR ENTERPRISES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.12.13 00:00,לא,מוגבלת,,2021,הוד השרון,התמר,18,4524018,,ישראל,,,03.11.2019,2019,11
515008449,"טי.אר.וואי. - ייעוץ, ייזום וניהול פרויקטים בע~מ","T.R.Y - CONSULTING, ENTREPRENEURSHIP AND PROJECT MANAGEMENT LTD",ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,29.12.13 00:00,לא,מוגבלת,,2021,פרדסיה,הסביון,11,4281500,,ישראל,בן ארי כהן רות,,12.12.2019,2019,12
515009033,ברנמילר אנרג'י (רותם) בע~מ,BRENMILLER ENERGY (ROTEM) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,29.12.13 00:00,לא,מוגבלת,,2021,ראש העין,עמל,13,4809249,,ישראל,,,27.04.2020,2020,4
515009157,דן את סמיון סחר והשקעות בע~מ,DAN & SAMION TRADE AND INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.01.14 00:00,לא,מוגבלת,מפרה,2019,כפר יונה,העמק,36,4030000,,ישראל,חיים דן,,08.09.2019,2019,9
515009512,מ.ג.ע. שפע בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,01.01.14 00:00,לא,מוגבלת,,2021,הוד השרון,ירמוך,5,4523705,,ישראל,,,17.02.2021,2021,2
515010098,פרשביז גלובל בע~מ,FRESHBIZ GLOBAL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,01.01.14 00:00,לא,מוגבלת,,2021,בנימינה,השעורה,28,3056015,,ישראל,רונן גפני,,21.05.2018,2018,5
515010825,יו ניים איט בע~מ,YOU NAME IT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.01.14 00:00,לא,מוגבלת,,2020,בנימינה,השניים,10,3053010,,ישראל,,,18.09.2019,2019,9
515011625,א.ש איטומים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.01.14 00:00,לא,מוגבלת,,2022,אבן יהודה,מרבד הקסמים,52,4050000,,ישראל,,,26.11.2019,2019,11
515012359,ורטיגו אס אר יבוא ושיווק אופנת גברים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.01.14 00:00,לא,מוגבלת,מפרה,2020,הוד השרון,בן גמלא יהושע,9,4532211,,ישראל,,,11.01.2018,2018,1
515013621,יעקב יהודה יזמות ושירותי מקרקעין בע~מ,YAAKOV YEHUDA REAL ESTATE DEVELOPMENT & SERVICES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.01.14 00:00,לא,מוגבלת,,2020,ראש העין,יהודה הלוי,42,4803344,,ישראל,,,22.04.2021,2021,4
515014702,די טי ווי ג'י שרותי יעוץ בע~מ,DTYG CONSULTING SERVICES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.01.14 00:00,לא,מוגבלת,מפרה,2019,אבן יהודה,אדמונית,4,4050213,,ישראל,כהו גיגי ושות' רואי חשבון, בפרוק מרצון בהליך מזורז,02.09.2018,2018,9
515014736,עוזיגא בע~מ,UZIGA LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.01.14 00:00,לא,מוגבלת,,2021,אבן יהודה,ההרדופים,9,4050000,,ישראל,,,26.01.2022,2022,1
515014744,ע.ג לוי שלום בע~מ,U.G LEVY SHALOM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.01.14 00:00,לא,מוגבלת,,2021,אבן יהודה,ההרדופים,9,4050000,,ישראל,,,26.01.2022,2022,1
515014959,טל טבע הובלות בע~מ,TAL TEVA HOVALOT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.01.14 00:00,לא,מוגבלת,מפרה,2015,קיסריה,,0,3088900,,ישראל,נאות גולף,,04.05.2016,2016,5
515014579,ש.ר.פ מכונים רפואיים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.01.14 00:00,לא,מוגבלת,מפרה,2018,כפר יונה,אהוד מנור,10,4037010,,ישראל,,,20.06.2019,2019,6
515015568,8 דיימנשן בע~מ,8 DIMENSION LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.01.14 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,המגדל,11,3707693,,ישראל,,,21.11.2021,2021,11
515015733,מונפורט ניטור מוח בע~מ,MONTFORT BRAIN MONITOR LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,08.01.14 00:00,לא,מוגבלת,,2021,זכרון יעקב,השומר,82,,,ישראל,משפחת סלומון ,,21.08.2021,2021,8
515015907,נמש ושרית בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.01.14 00:00,לא,מוגבלת,מפרה,,סביון,השקמה,1,5651801,,ישראל,,,05.07.2018,2018,7
515016251,קליסיאה בע~מ,KALISAYA LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.01.14 00:00,לא,מוגבלת,,2020,יהוד-מונוסון,מבוא אלה,1,5645101,,ישראל,קרית סביונים  (ספמה בע'מ), בפרוק מרצון בהליך מזורז,15.12.2014,2014,12
515018562,י. גורני השקעות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.01.14 00:00,לא,מוגבלת,,2021,סביון,הראשונים,12,5651208,,ישראל,יפי גורני,,31.12.2018,2018,12
515019586,אורתם הולדינגס בע~מ,ORTAM HOLDINGS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,13.01.14 00:00,לא,מוגבלת,,2020,כפר יונה,אהבת אדם            ,78,,,ישראל,רגב רן,,30.12.2019,2019,12
515019651,שרון גולדשטיין אחזקות בע~מ,SHARON GOLDSTEIN HOLDINGS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.01.14 00:00,לא,מוגבלת,,2022,סביון,אנפה,10,5652970,,ישראל,,,29.12.2019,2019,12
515020303,תמר - מדיטרייניאן מוטוטורס בע~מ,TAMAR - MEDITERRANEAN MOTOTOURS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,13.01.14 00:00,לא,מוגבלת,מפרה,2017,זכרון יעקב,סמ הרוקח,9,3090179,,ישראל,איתן מגן,,30.07.2018,2018,7
515021996,אנגור מערכות תוכנה בע~מ,ENGOR SOFTWARE SYSTEMS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.01.14 00:00,לא,מוגבלת,,2020,ראש העין,חיים הרצוג,11,4813902,,ישראל,דוד רייכמן ,,11.07.2021,2021,7
515023687,עמית בר - בורגר בע~מ,AMIT BAR - BURGER LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,15.01.14 00:00,לא,מוגבלת,מפרה,2018,יהוד-מונוסון,צבי ישי,6,5626706,,ישראל,,,27.12.2018,2018,12
515024131,טריא פי2פי בע~מ,TARYA P2P LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.01.14 00:00,לא,מוגבלת,,2020,ראש העין,המלאכה,15,4809136,,ישראל,,,12.02.2020,2020,2
515024743,פלג מגורים בע~מ,PELEG MEGURIM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.01.14 00:00,לא,מוגבלת,,2021,אבן יהודה,הנופר,16,45267,,ישראל,פלג ניר,,22.03.2022,2022,3
515025385,תמנון ביה~ס לשחייה בע~מ,TAMNUN SWIMMING SCHOOL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.01.14 00:00,לא,מוגבלת,,2022,פרדסיה,הברוש,4,4281500,,ישראל,,,24.07.2020,2020,7
515026060,קוקוהאב  בע~מ,COCOHUB LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.01.14 00:00,לא,מוגבלת,,2020,סביון,השקמה,1,5651801,,ישראל,פורמולה ויז'ן טכנולוג'יס (אפ.וי.טי) בע~מ,,03.12.2015,2015,12
515026771,ו.י.מ.א זולסטוק 2014 בע~מ,V.Y.M.A ZOLSTOCK 2014 LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.01.14 00:00,לא,מוגבלת,,2022,קיסריה,הדיונה              ,53,3088900,,ישראל,אדיר ונונו,,12.01.2022,2022,1
515027399,משפחת נונו בע~מ, ,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.03.14 00:00,לא,מוגבלת,,2021,הוד השרון,ז'בוטינסקי,2,4535016,,ישראל,,,16.01.2022,2022,1
515027944,איל בן עזרי פינוי פסולת ועבודות עפר בע~מ,EYAL BEN EZRI WASTE REMOVAL AND EARTHWORKS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.01.14 00:00,לא,מוגבלת,,2020,פרדס חנה-כרכור,האורנים,1,3701801,,ישראל,,,18.05.2020,2020,5
515027951,גיא פקירו - רואה חשבון,GUY PAKIRO - C.P.A,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,23.01.14 00:00,לא,לא מוגבלת,,2022,הוד השרון,נחל קנה,48,0,,ישראל,גיא פקירו,,15.05.2015,2015,5
515028462,מייפירסטאפ בע~מ,MYFIRSTAPP LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.01.14 00:00,לא,מוגבלת,מפרה,2022,הוד השרון,שז~ר זלמן,9,4537205,,ישראל,,,29.09.2020,2020,9
